Kr-80(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 626.047
1.03125E-05 616.503
1.06250E-05 607.384
1.09375E-05 598.658
1.12500E-05 590.299
1.15625E-05 582.281
1.18750E-05 574.582
1.21875E-05 567.181
1.25000E-05 560.060
1.28125E-05 553.201
1.31250E-05 546.588
1.34375E-05 540.208
1.37500E-05 534.047
1.43750E-05 522.333
1.50000E-05 511.360
1.56250E-05 501.052
1.62500E-05 491.345
1.68750E-05 482.183
1.75000E-05 473.517
1.81250E-05 465.303
1.87500E-05 457.504
1.93750E-05 450.086
2.00000E-05 443.018
2.09375E-05 433.017
2.18750E-05 423.666
2.28125E-05 414.899
2.37500E-05 406.657
2.46875E-05 398.889
2.56250E-05 391.552
2.65625E-05 384.607
2.75000E-05 378.021
2.84375E-05 371.764
2.93750E-05 365.809
3.03125E-05 360.133
3.12500E-05 354.715
3.21875E-05 349.536
3.31250E-05 344.578
3.40625E-05 339.827
3.50000E-05 335.269
3.59375E-05 330.890
3.68750E-05 326.680
3.78125E-05 322.627
3.87500E-05 318.723
3.96875E-05 314.958
4.06250E-05 311.324
4.25000E-05 304.422
4.43750E-05 297.963
4.62500E-05 291.901
4.81250E-05 286.198
5.00000E-05 280.820
5.15625E-05 276.564
5.31250E-05 272.498
5.46875E-05 268.608
5.62500E-05 264.882
5.78125E-05 261.308
5.93750E-05 257.876
6.09375E-05 254.578
6.25000E-05 251.405
6.40625E-05 248.348
6.56250E-05 245.402
6.71875E-05 242.560
6.87500E-05 239.815
7.18750E-05 234.597
7.50000E-05 229.710
7.81250E-05 225.120
8.12500E-05 220.799
8.43750E-05 216.721
8.75000E-05 212.864
9.06250E-05 209.208
9.37500E-05 205.738
9.68750E-05 202.438
0.000100000 199.295
0.000103125 196.296
0.000106250 193.431
0.000109375 190.690
0.000112500 188.065
0.000115625 185.547
0.000118750 183.130
0.000121875 180.807
0.000125000 178.572
0.000128125 176.420
0.000131250 174.346
0.000134375 172.344
0.000137500 170.412
0.000143750 166.739
0.000150000 163.299
0.000156250 160.070
0.000162500 157.029
0.000168750 154.160
0.000175000 151.447
0.000181250 148.876
0.000187500 146.436
0.000193750 144.116
0.000200000 141.906
0.000209375 138.781
0.000218750 135.859
0.000228125 133.121
0.000237500 130.548
0.000246875 128.125
0.000256250 125.836
0.000265625 123.671
0.000275000 121.619
0.000284375 119.669
0.000293750 117.815
0.000303125 116.048
0.000312500 114.362
0.000321875 112.751
0.000331250 111.209
0.000340625 109.732
0.000350000 108.316
0.000359375 106.955
0.000368750 105.648
0.000378125 104.390
0.000387500 103.178
0.000396875 102.010
0.000406250 100.883
0.000425000 98.7430
0.000443750 96.7417
0.000462500 94.8646
0.000481250 93.0996
0.000500000 91.4359
0.000515625 90.1201
0.000531250 88.8635
0.000546875 87.6617
0.000562500 86.5109
0.000578125 85.4077
0.000593750 84.3488
0.000609375 83.3314
0.000625000 82.3528
0.000640625 81.4106
0.000656250 80.5027
0.000671875 79.6270
0.000687500 78.7818
0.000718750 77.1756
0.000750000 75.6721
0.000781250 74.2608
0.000812500 72.9327
0.000843750 71.6799
0.000875000 70.4957
0.000906250 69.3739
0.000937500 68.3094
0.000968750 67.2974
0.00100000 66.3338
0.00103125 65.4149
0.00106250 64.5372
0.00109375 63.6979
0.00112500 62.8942
0.00115625 62.1237
0.00118750 61.3841
0.00121875 60.6735
0.00125000 59.9900
0.00128125 59.3319
0.00131250 58.6977
0.00134375 58.0861
0.00137500 57.4956
