Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,52.9162,(261),32.0772,37.9747,(0),0.0126451,(11),none
1,41.7597,(260),4.48925,7.65023,(2),0.0095785,(14),none
2,88.5588,(262),0.126254,21.0254,(1),0.021208,(8),none
3,34.4086,(259),0.0923139,6.74392,(3),0.00785833,(18),none
4,5.14887,(166),0.0634518,0.00858291,(140),0.00198709,(89),none
5,4.38131,(138),0.0528195,0.0177429,(87),0.00438593,(33),none
6,8.99136,(231),0.0367854,0.312602,(14),0.00301413,(53),none
7,4.27075,(134),0.0240256,0.0145326,(98),0.000770043,(157),none
8,4.73851,(150),0.0225002,0.0211963,(73),0.000351746,(215),none
9,19.3648,(255),0.0221526,0.488207,(10),0.0208571,(9),none
10,29.9323,(258),0.0170095,4.35424,(4),0.00715372,(20),none
11,12.5794,(246),0.0158031,1.33657,(7),0.00287241,(59),none
12,23.7221,(256),0.0152975,2.33871,(5),0.00669739,(23),none
13,17.0793,(253),0.0132536,0.242349,(17),0.00635073,(24),none
14,10.8591,(236),0.0131848,0.596017,(9),0.0042266,(35),none
15,24.1393,(257),0.0123758,1.59031,(6),0.00673926,(22),none
16,11.2529,(238),0.0102372,0.357033,(11),0.00335848,(43),none
17,15.7982,(252),0.0100183,0.351965,(12),0.0041871,(36),none
18,9.46175,(233),0.00779734,0.320773,(13),0.00780091,(19),none
19,3.61707,(110),0.00775561,0.00693692,(154),0.000346218,(219),none
20,2.40261,(40),0.00749208,0.00632679,(160),0.00049038,(193),none
21,10.9062,(237),0.00736256,0.0526544,(45),0.00433731,(34),none
22,4.39926,(139),0.00658543,0.00210467,(244),0.00948121,(15),none
23,2.77377,(64),0.00525708,0.00527569,(179),0.00067366,(168),none
24,2.98377,(76),0.00464059,0.00322059,(221),0.000532412,(185),none
25,13.8237,(247),0.00455056,0.146145,(26),0.0031823,(47),none
26,8.59728,(227),0.00439491,0.0427084,(51),0.00229636,(76),none
27,4.33344,(136),0.0042363,0.0206118,(74),0.00102087,(138),none
28,4.76452,(153),0.00395977,0.016041,(93),0.000271791,(240),none
