Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,8000000.0,(451),9958410.0,12700000.0,(0),4.84766,(451),['64-Gd-158_n-tot']
1,1.47415,(0),77384.7,1.83973,(291),34.1623,(42),['64-Gd-158_n-tot']
2,5584.72,(419),527.116,180.65,(7),14.015,(368),['64-Gd-160_n-tot']
3,2844.96,(391),454.441,63.22,(41),17.416,(277),['64-Gd-160_n-tot']
4,3926.91,(403),405.338,153.43,(14),15.7795,(341),['64-Gd-160_n-tot']
5,3460.17,(397),392.506,145.76,(16),16.4443,(322),['64-Gd-160_n-tot']
6,4175.97,(405),364.138,179.98,(8),16.0044,(336),['64-Gd-160_n-tot']
7,2929.34,(392),334.753,53.5,(46),17.8314,(251),['64-Gd-160_n-tot']
8,3967.84,(404),262.27,35.8,(53),15.7314,(342),['64-Gd-160_n-tot']
9,3752.75,(402),246.878,76.17,(28),16.0137,(335),['64-Gd-160_n-tot']
10,122.452,(86),244.09,1.997,(284),31.2924,(47),['64-Gd-155_n-tot']
11,7660.2,(434),233.129,51.44,(47),12.7391,(395),['64-Gd-160_n-tot']
12,5674.15,(420),232.209,53.99,(44),14.2155,(364),['64-Gd-160_n-tot']
13,4613.59,(410),230.665,107.07,(21),15.0731,(353),['64-Gd-160_n-tot']
14,7847.43,(435),204.48,155.58,(13),12.8828,(389),['64-Gd-160_n-tot']
15,8722.65,(442),180.559,65.68,(38),12.2368,(401),['64-Gd-160_n-tot']
16,3531.46,(398),176.534,45.3,(50),18.5357,(224),['64-Gd-160_n-tot']
17,16.337,(13),174.812,1.7343,(299),65.8058,(15),['64-Gd-158_n-tot']
18,6777.67,(427),173.72,383.34,(2),13.7571,(374),['64-Gd-160_n-tot']
19,831.931,(213),172.447,11.741,(97),21.9209,(138),['64-Gd-157_n-tot']
20,5752.81,(421),169.277,66.61,(37),14.1832,(365),['64-Gd-160_n-tot']
21,8861.34,(443),166.654,106.43,(23),12.8672,(390),['64-Gd-160_n-tot']
22,703.098,(201),158.995,9.425,(117),25.1667,(99),['64-Gd-160_n-tot']
23,3067.78,(393),152.596,127.79,(19),18.7264,(217),['64-Gd-160_n-tot']
24,363.394,(157),142.671,17.783,(69),29.3806,(56),['64-Gd-160_n-tot']
25,8655.0,(441),136.681,269.61,(4),12.6107,(397),['64-Gd-160_n-tot']
26,423.716,(165),131.902,14.041,(85),27.8479,(70),['64-Gd-160_n-tot']
